COG,Name,Ocean core,Ocean core (prokaryotes),Gut core,Ocean core (epipelagic),Ocean core (mesopelagic)
NOG246689,Function DUF306 MetA and HslJ protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG246718,Retrotransposon protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG246773,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG246780,Transcriptional regulator protein,TRUE,FALSE,FALSE,TRUE,TRUE
NOG246802,Dna-Directed RNA polymerase,TRUE,FALSE,FALSE,TRUE,TRUE
NOG246814,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG246905,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG246910,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG246935,"Glutamate receptor, ionotropic, N-methyl D-aspartate",FALSE,FALSE,FALSE,FALSE,TRUE
NOG246957,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG246961,Protein involved in dendrite morphogenesis,FALSE,FALSE,FALSE,FALSE,TRUE
NOG246971,Amino acid binding protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG246981,,FALSE,FALSE,TRUE,FALSE,TRUE
NOG246985,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG246989,Golgi apparatus protein 1,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247017,Stimulates formation of NaHCO-rich pancreatic juice and secretion of NaHCO-rich bile and inhibits HCl production by the stomach,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247043,Tb-291 membrane associated protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG247061,"Organelles complex-1, subunit 1",FALSE,FALSE,FALSE,FALSE,TRUE
NOG247062,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG247087,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG247115,Nucleotidyltransferase substrate binding protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247125,Gamma-Aminobutyric acid (GABA) protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247136,IS982 family transposase; Evidence 2a : Function of homologous gene experimentally demonstrated in an other organism; Product type e : enzyme,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247146,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247172,"CG17646-PA, isoform A protein",FALSE,FALSE,FALSE,FALSE,TRUE
NOG247196,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247205,,FALSE,FALSE,TRUE,TRUE,FALSE
NOG247210,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG247211,Transcriptional regulator protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247218,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG247226,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247272,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247286,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247309,Orexin receptor,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247316,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG247336,Asma family protein,FALSE,FALSE,FALSE,TRUE,FALSE
NOG247339,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG247370,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG247381,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG247490,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247511,Bcl2-Associated athanogene 2 protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247517,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247536,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247548,Protein involved in ribosome biogenesis,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247566,Protein involved in nucleosome assembly,FALSE,FALSE,FALSE,TRUE,FALSE
NOG247582,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG247644,"Protein, partial",TRUE,TRUE,FALSE,TRUE,TRUE
NOG247651,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG247666,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247670,Ribosomal protein L35,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247688,Niemann Pick protein,FALSE,FALSE,FALSE,TRUE,FALSE
NOG247695,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG247699,"ATP synthase F0, B' subunit",FALSE,FALSE,TRUE,FALSE,FALSE
NOG247714,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247719,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247734,"Collagen, type VI, alpha 2 protein",FALSE,FALSE,FALSE,TRUE,FALSE
NOG247735,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247737,Ribosomal protein S11,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247770,Glutamate receptor,FALSE,FALSE,FALSE,TRUE,FALSE
NOG247806,Protein involved in innate immune response,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247809,Von Willebrand factor D and EGF domains,TRUE,TRUE,FALSE,TRUE,TRUE
NOG247810,RNA polymerase II transcriptional coactivator,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247853,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247856,Voltage-Gated potassium channel,TRUE,TRUE,FALSE,TRUE,TRUE
NOG247894,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247938,Protein dimerization,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247947,Glycosyl transferase family,FALSE,FALSE,FALSE,FALSE,TRUE
NOG247956,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG247975,"Chr17 scaffold_12, whole genome shotgun sequence protein",TRUE,FALSE,FALSE,TRUE,TRUE
NOG248067,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248115,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG248213,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG248215,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248243,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248253,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248257,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG248282,Feather keratin I (Keratin gene C protein),FALSE,FALSE,FALSE,FALSE,TRUE
NOG248303,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248317,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248348,Transposase,FALSE,FALSE,FALSE,TRUE,FALSE
NOG248370,Protein involved in protein ubiquitination,TRUE,TRUE,FALSE,TRUE,TRUE
NOG248386,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG248388,Membrane protein with 12+xtransmembrane domain-containing protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG248392,Major facilitator protein,TRUE,FALSE,FALSE,TRUE,TRUE
NOG248463,5-3 exoribonuclease 1,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248474,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG248501,Ring finger,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248509,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248510,Dentin matrix acidic phosphoprotein 1,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248516,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG248522,Signal-Transducer and activator of transcription protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248551,Suppressor of cytokine signaling protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248555,SH3 domain containing 19 protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248590,ADAMTS-12 precursor (A disintegrin and metalloproteinase with thrombospondin motifs 12),FALSE,FALSE,FALSE,FALSE,TRUE
NOG248592,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248598,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG248609,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248646,Gated ion channel,TRUE,FALSE,FALSE,TRUE,TRUE
NOG248676,"Chr18 scaffold_59, whole genome shotgun sequence protein",FALSE,FALSE,FALSE,FALSE,TRUE
NOG248684,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG248707,Proteolipid protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG248731,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248769,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG248775,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG248782,Protein involved in cell redox homeostasis,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248803,Plasmid recombination enzyme,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248817,Serine-Type endopeptidase inhibitor,TRUE,TRUE,FALSE,TRUE,TRUE
NOG248862,GA17462-PA protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG248864,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248906,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248911,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248922,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG248946,Protein involved in fatty acid biosynthetic process,FALSE,FALSE,TRUE,FALSE,FALSE
NOG248951,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248953,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG248963,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG248989,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG248995,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249026,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249054,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249082,Protein encoded by,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249105,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249159,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG249255,Two pore segment channel 1,TRUE,TRUE,TRUE,TRUE,TRUE
NOG249265,Plays a role as a receptor for the recognition of MHC class I HLA-E molecules by NK cells and some cytotoxic T-cells,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249277,Transferring acyl groups other than amino-acyl groups protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249375,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249381,Sulfonylurea receptor subunit 2,TRUE,TRUE,FALSE,TRUE,TRUE
NOG249401,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG249406,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG249462,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG249476,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG249522,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249523,HVA22/DP1 gene product-related proteins (ISS),FALSE,FALSE,FALSE,FALSE,TRUE
NOG249545,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249586,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG249589,"Olfactory receptor, family 5, subfamily D, member 13",FALSE,FALSE,TRUE,FALSE,FALSE
NOG249590,Vitellogenin 3 protein,TRUE,FALSE,FALSE,TRUE,TRUE
NOG249607,Cis Golgi-localized calcium-binding protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249648,Histone chaperone domain CHZ,TRUE,TRUE,FALSE,TRUE,TRUE
NOG249657,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249717,Methyltransferase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249730,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG249735,26 proteasome complex subunit Sem1,TRUE,TRUE,FALSE,TRUE,TRUE
NOG249787,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG249836,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG24985,Integral membrane protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249892,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG249900,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG249919,"Serine peptidase inhibitor, Kazal type 5",FALSE,FALSE,FALSE,FALSE,TRUE
NOG249988,Transducin-Like enhancer of split 1 protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250032,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250042,Polysaccharide deacetylase,TRUE,TRUE,FALSE,TRUE,TRUE
NOG250043,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250065,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG250084,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG25011,Peptidase S41,TRUE,TRUE,FALSE,TRUE,TRUE
NOG25013,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG250148,Enzyme inhibitor,TRUE,FALSE,FALSE,TRUE,TRUE
NOG250162,Protein kinase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250165,Transcription factor,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25021,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250216,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250243,Whole genome shotgun sequence protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG250248,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250278,Glutathione S-transferase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250307,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250318,Ribosomal protein L39e,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250326,Cell wall surface anchor family protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250334,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250345,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG250368,Sal-Like 2 (Drosophila) protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250434,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG250464,Transposase IS3/IS911 family protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG250466,Selenium binding protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250471,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250523,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250534,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25056,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250569,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG250581,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG250616,Mucin-Like protein 1,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250622,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG250629,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250633,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250652,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG25067,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG250676,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250686,Sensor protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250726,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG250732,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250774,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG250791,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25080,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG250817,"Repeated motif present between transmembrane helices in cystinosin, yeast ERS1p, mannose-P-dolichol utilization defect 1, and other hypothetical proteins",TRUE,FALSE,FALSE,TRUE,TRUE
NOG250824,Prolyl 4-hydroxylase alpha subunit homologues,TRUE,TRUE,FALSE,TRUE,TRUE
NOG25083,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250838,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG250850,Nucleosome assembly protein 1-like 5,FALSE,FALSE,FALSE,TRUE,FALSE
NOG250854,Tnf receptor associated factor,FALSE,FALSE,FALSE,TRUE,FALSE
NOG250857,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG25086,"Contig An01c0240, complete genome protein",TRUE,TRUE,FALSE,TRUE,TRUE
NOG250871,Parathymosin protein,FALSE,FALSE,TRUE,FALSE,FALSE
NOG250903,Protein involved in vesicle-mediated transport,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250918,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25093,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG250941,Protein involved in system development,TRUE,FALSE,FALSE,TRUE,TRUE
NOG250955,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG250964,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG250976,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG251006,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG251054,Inositol polyphosphate phosphatase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251063,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25111,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251131,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG251139,Protein transporter,FALSE,FALSE,TRUE,FALSE,FALSE
NOG251150,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251183,Chitin deacetylase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251211,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG25122,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG251223,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG251247,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25125,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG251293,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG251297,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG251312,Protein involved in exocytosis,TRUE,FALSE,FALSE,TRUE,TRUE
NOG251358,Containing protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG251388,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG251436,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251450,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG251460,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG251465,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251489,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG251525,"Transcription activator, effector binding protein",FALSE,FALSE,FALSE,FALSE,TRUE
NOG251535,RNA recognition motif protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251544,Major facilitator superfamily MFS_1 protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251553,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG251554,Transcriptional regulator protein,TRUE,FALSE,FALSE,TRUE,TRUE
NOG251578,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG251589,"Nuclear transcription factor, X-box binding",FALSE,FALSE,FALSE,FALSE,TRUE
NOG251594,Secreted lectin homolog; HeEL-1 protein,TRUE,FALSE,FALSE,TRUE,TRUE
NOG251598,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251616,Protein involved in small GTPase mediated signal transduction,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25162,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251620,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG251629,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251643,Acetyltransferase,FALSE,FALSE,FALSE,TRUE,FALSE
NOG251651,Phosphodiesterase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251663,Hemoglobin protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251766,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251823,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251826,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG25183,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG251858,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG251892,Tetrahymena thermophila protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251902,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25196,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251964,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251972,Cytochrome P450 pisatin demethylase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG251996,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG252041,50S ribosomal protein L34,TRUE,TRUE,FALSE,TRUE,TRUE
NOG252045,Major facilitator protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25205,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252072,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG25208,MSHA biogenesis protein MshP,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252086,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252155,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252166,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252181,"Heat shock transcription factor DNA-binding domain-containing protein, DNA binding, transcription factor",TRUE,TRUE,FALSE,TRUE,TRUE
NOG252216,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25225,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252258,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG252268,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG252308,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG252321,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG252385,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG252387,Cation channel family protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25239,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG252395,Protein involved in rhombomere 4 development,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252407,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252422,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG252448,Annexin A8 protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252461,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG252472,Transcription factor,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25248,Restriction protein,FALSE,FALSE,FALSE,TRUE,FALSE
NOG252506,Chromatin organization modifier domain-containing protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG25254,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG252569,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG252600,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG252611,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252623,Cellulose binding protein,FALSE,FALSE,FALSE,TRUE,FALSE
NOG252659,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG252678,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252687,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252756,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252765,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG252793,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG252831,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG252842,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG252863,Phosphopantetheine-Binding protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252866,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG252880,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG252946,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG253031,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253050,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253081,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253100,Transcription factor 15 (basic helix-loop-helix),FALSE,FALSE,FALSE,FALSE,TRUE
NOG253129,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG253161,Folate hydrolase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253162,Ring finger,TRUE,FALSE,FALSE,TRUE,TRUE
NOG253222,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253243,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG253248,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG253256,Septum formation initiator protein,FALSE,FALSE,TRUE,FALSE,FALSE
NOG253274,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253295,,TRUE,TRUE,TRUE,TRUE,TRUE
NOG253304,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253306,Protein involved in G-protein coupled receptor protein signaling pathway,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253316,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253323,Inhibitor protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253379,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253380,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG253397,Phosphocarrier protein HPr,FALSE,FALSE,FALSE,TRUE,FALSE
NOG253472,Zgc:113257 protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253501,"Collagen, type VII, alpha 1 protein",FALSE,FALSE,FALSE,FALSE,TRUE
NOG253523,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253611,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253614,Transcription termination factor,TRUE,TRUE,FALSE,TRUE,TRUE
NOG253622,Protein involved in embryonic skeletal system development,TRUE,FALSE,FALSE,TRUE,TRUE
NOG253643,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253663,Conjugative transfer: assembly protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253670,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG253681,WD40 repeats,TRUE,TRUE,TRUE,TRUE,TRUE
NOG253695,"Transposase, IS605 family",FALSE,FALSE,FALSE,FALSE,TRUE
NOG253764,Plasmid pRiA4b ORF-3 family protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253770,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253806,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253808,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253817,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253845,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG253934,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG253959,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG253973,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG25399,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG254000,Spore germination protein,FALSE,FALSE,FALSE,TRUE,FALSE
NOG254040,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG25405,,TRUE,TRUE,TRUE,TRUE,TRUE
NOG254065,"Sema domain, immunoglobulin domain (Ig), transmembrane domain and short cytoplasmic domain, 4C protein",TRUE,FALSE,FALSE,TRUE,TRUE
NOG254114,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254128,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG254137,Protein involved in exocytosis,TRUE,TRUE,FALSE,TRUE,TRUE
NOG254171,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254197,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG25420,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254219,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254247,Atp-Dependent protease peptidase subunit,TRUE,FALSE,FALSE,TRUE,TRUE
NOG254266,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG254302,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254304,Antigen binding protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG254319,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG25436,N-Acetyltransferase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254392,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254427,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG254437,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254472,SRY (sex determining region Y)-box 11 protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254478,Phage integrase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254487,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254490,Erfk/Ybis/Ycfs/Ynhg family protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG254520,Protein involved in ATP synthesis coupled proton transport,TRUE,TRUE,FALSE,TRUE,TRUE
